YEAR	indstr	pop	pct	chgfrmFirst	stateName	stateAbbr	maxInd
2007	Arts, food, and other services	255575	0.127633192	0.026939929	Connecticut	CT	
2007	Construction	141323	0.070576173	-0.009623831	Connecticut	CT	
2007	Educational services and public administration	262520	0.131101498	0.069719428	Connecticut	CT	
2007	Health care and social services	279756	0.139709092	0.110635189	Connecticut	CT	
2007	Information, financial activities, and real estate	234404	0.117060474	0.065129757	Connecticut	CT	
2007	Manufacturing	242645	0.121175998	-0.307073174	Connecticut	CT	
2007	Professional, management, and administrative services	213320	0.106531204	0.093668858	Connecticut	CT	
2007	Trade	287329	0.143491019	-0.003733418	Connecticut	CT	1
2007	Transportation and utilities	78232	0.039068766	-0.006778487	Connecticut	CT	
2008	Agriculture and mining	7638	0.003861623	-0.038675214	Connecticut	CT	
2008	Arts, food, and other services	255887	0.129371437	0.028678175	Connecticut	CT	
2008	Construction	128532	0.064983253	-0.015216752	Connecticut	CT	
2008	Educational services and public administration	278407	0.140757107	0.079375037	Connecticut	CT	1
2008	Health care and social services	269339	0.136172504	0.107098602	Connecticut	CT	
2008	Information, financial activities, and real estate	244166	0.12344553	0.071514813	Connecticut	CT	
2008	Manufacturing	232037	0.117313346	-0.310935826	Connecticut	CT	
2008	Professional, management, and administrative services	214558	0.108476307	0.095613961	Connecticut	CT	
2008	Trade	276392	0.139738362	-0.007486075	Connecticut	CT	
2008	Transportation and utilities	70969	0.035880531	-0.009966721	Connecticut	CT	
2009	Agriculture and mining	6622	0.003332627	-0.039204209	Connecticut	CT	
2009	Arts, food, and other services	260757	0.131230118	0.030536856	Connecticut	CT	
2009	Construction	137298	0.069097408	-0.011102597	Connecticut	CT	
2009	Educational services and public administration	275583	0.138691539	0.077309469	Connecticut	CT	
2009	Health care and social services	290018	0.145956183	0.11688228	Connecticut	CT	1
2009	Information, financial activities, and real estate	229341	0.115419515	0.063488798	Connecticut	CT	
2009	Manufacturing	229098	0.115297221	-0.312951951	Connecticut	CT	
2009	Professional, management, and administrative services	214191	0.107795036	0.09493269	Connecticut	CT	
2009	Trade	268453	0.135103253	-0.012121185	Connecticut	CT	
2009	Transportation and utilities	75660	0.038077101	-0.007770151	Connecticut	CT	
2010	Agriculture and mining	9602	0.004788041	-0.037748795	Connecticut	CT	
2010	Arts, food, and other services	279706	0.13947551	0.038782248	Connecticut	CT	
2010	Construction	124465	0.062064522	-0.018135482	Connecticut	CT	
2010	Educational services and public administration	292014	0.145612899	0.084230829	Connecticut	CT	1
2010	Health care and social services	285109	0.142169718	0.113095815	Connecticut	CT	
2010	Information, financial activities, and real estate	222847	0.111122746	0.059192029	Connecticut	CT	
2010	Manufacturing	215652	0.107534957	-0.320714215	Connecticut	CT	
2010	Professional, management, and administrative services	218458	0.10893417	0.096071824	Connecticut	CT	
2010	Trade	280553	0.139897866	-0.007326571	Connecticut	CT	
2010	Transportation and utilities	77007	0.038399572	-0.007447681	Connecticut	CT	
2011	Agriculture and mining	7698	0.003844226	-0.038692611	Connecticut	CT	
2011	Arts, food, and other services	274995	0.13732694	0.036633678	Connecticut	CT	
2011	Construction	122065	0.060956792	-0.019243213	Connecticut	CT	
2011	Educational services and public administration	291375	0.145506781	0.084124711	Connecticut	CT	
2011	Health care and social services	293319	0.146477575	0.117403672	Connecticut	CT	1
2011	Information, financial activities, and real estate	226279	0.112999155	0.061068438	Connecticut	CT	
2011	Manufacturing	213498	0.106616582	-0.32163259	Connecticut	CT	
2011	Professional, management, and administrative services	209284	0.104512196	0.09164985	Connecticut	CT	
2011	Trade	286799	0.143221619	-0.004002819	Connecticut	CT	
2011	Transportation and utilities	77172	0.038538136	-0.007309117	Connecticut	CT	
2012	Agriculture and mining	8717	0.004363761	-0.038173076	Connecticut	CT	
2012	Arts, food, and other services	277348	0.138841373	0.038148111	Connecticut	CT	
2012	Construction	122779	0.061463594	-0.01873641	Connecticut	CT	
2012	Educational services and public administration	296283	0.1483203	0.08693823	Connecticut	CT	
2012	Health care and social services	299353	0.149857153	0.12078325	Connecticut	CT	1
2012	Information, financial activities, and real estate	224479	0.112374968	0.060444251	Connecticut	CT	
2012	Manufacturing	201945	0.101094369	-0.327154803	Connecticut	CT	
2012	Professional, management, and administrative services	221199	0.110732989	0.097870642	Connecticut	CT	
2012	Trade	273967	0.137148833	-0.010075604	Connecticut	CT	
2012	Transportation and utilities	71519	0.03580266	-0.010044592	Connecticut	CT	
2013	Agriculture and mining	9399	0.004748481	-0.037788356	Connecticut	CT	
2013	Arts, food, and other services	279005	0.140956466	0.040263204	Connecticut	CT	
2013	Construction	120754	0.06100628	-0.019193725	Connecticut	CT	
2013	Educational services and public administration	285607	0.144291871	0.082909801	Connecticut	CT	
2013	Health care and social services	291138	0.147086194	0.118012292	Connecticut	CT	1
2013	Information, financial activities, and real estate	202244	0.102175945	0.050245228	Connecticut	CT	
2013	Manufacturing	201084	0.1015899	-0.326659272	Connecticut	CT	
2013	Professional, management, and administrative services	235407	0.118930266	0.10606792	Connecticut	CT	
2013	Trade	285746	0.144362095	-0.002862342	Connecticut	CT	
2013	Transportation and utilities	68986	0.034852504	-0.010994749	Connecticut	CT	
2014	Agriculture and mining	8988	0.004548942	-0.037987894	Connecticut	CT	
2014	Arts, food, and other services	275540	0.139454329	0.038761067	Connecticut	CT	
2014	Construction	124514	0.063018133	-0.017181871	Connecticut	CT	
2014	Educational services and public administration	282169	0.142809351	0.081427281	Connecticut	CT	
2014	Health care and social services	290314	0.14693164	0.117857738	Connecticut	CT	1
2014	Information, financial activities, and real estate	221582	0.112145493	0.060214776	Connecticut	CT	
2014	Manufacturing	201787	0.10212699	-0.326122182	Connecticut	CT	
2014	Professional, management, and administrative services	220782	0.111740603	0.098878257	Connecticut	CT	
2014	Trade	276934	0.140159851	-0.007064587	Connecticut	CT	
2014	Transportation and utilities	73234	0.037064667	-0.008782585	Connecticut	CT	
2015	Agriculture and mining	7570	0.003861185	-0.038675651	Connecticut	CT	
2015	Arts, food, and other services	259575	0.132399882	0.03170662	Connecticut	CT	
2015	Construction	122158	0.062308407	-0.017891597	Connecticut	CT	
2015	Educational services and public administration	279290	0.142455795	0.081073725	Connecticut	CT	
2015	Health care and social services	287473	0.14662965	0.117555747	Connecticut	CT	1
2015	Information, financial activities, and real estate	228654	0.116628191	0.064697474	Connecticut	CT	
2015	Manufacturing	198860	0.101431342	-0.32681783	Connecticut	CT	
2015	Professional, management, and administrative services	225822	0.115183689	0.102321343	Connecticut	CT	
2015	Trade	272954	0.139224029	-0.008000408	Connecticut	CT	
2015	Transportation and utilities	78182	0.03987783	-0.005969423	Connecticut	CT	
1940	Agriculture and mining	14284	0.14175979	0	Delaware	DE	
1940	Arts, food, and other services	12322	0.122288164	0	Delaware	DE	
1940	Construction	7696	0.076378	0	Delaware	DE	
1940	Educational services and public administration	6675	0.066245212	0	Delaware	DE	
1940	Health care and social services	2200	0.021833628	0	Delaware	DE	
1940	Information, financial activities, and real estate	2700	0.026795816	0	Delaware	DE	
1940	Manufacturing	28844	0.286258709	0	Delaware	DE	1
1940	Professional, management, and administrative services	1100	0.010916814	0	Delaware	DE	
1940	Trade	16443	0.163186519	0	Delaware	DE	
1940	Transportation and utilities	8498	0.084337349	0	Delaware	DE	
1950	Agriculture and mining	2151	0.046733439	-0.095026351	Delaware	DE	
1950	Arts, food, and other services	4073	0.088491538	-0.033796627	Delaware	DE	
1950	Construction	3867	0.084015904	0.007637904	Delaware	DE	
1950	Educational services and public administration	3520	0.076476851	0.010231639	Delaware	DE	
1950	Health care and social services	4334	0.094162122	0.072328495	Delaware	DE	
1950	Information, financial activities, and real estate	1148	0.024941882	-0.001853934	Delaware	DE	
1950	Manufacturing	13986	0.303865123	0.017606414	Delaware	DE	1
1950	Professional, management, and administrative services	1019	0.022139179	0.011222365	Delaware	DE	
1950	Trade	7543	0.163882069	0.000695551	Delaware	DE	
1950	Transportation and utilities	4386	0.095291894	0.010954545	Delaware	DE	
1960	Agriculture and mining	9040	0.04662197	-0.09513782	Delaware	DE	
1960	Arts, food, and other services	14440	0.074471377	-0.047816787	Delaware	DE	
1960	Construction	13540	0.069829809	-0.00654819	Delaware	DE	
1960	Educational services and public administration	24400	0.125838061	0.059592849	Delaware	DE	
1960	Health care and social services	10600	0.054667354	0.032833727	Delaware	DE	
1960	Information, financial activities, and real estate	9980	0.05146983	0.024674014	Delaware	DE	
1960	Manufacturing	64400	0.332129964	0.045871255	Delaware	DE	1
1960	Professional, management, and administrative services	3160	0.01629706	0.005380247	Delaware	DE	
1960	Trade	35040	0.180711707	0.017525188	Delaware	DE	
1960	Transportation and utilities	9300	0.047962868	-0.036374482	Delaware	DE	
1970	Agriculture and mining	12300	0.024424146	-0.117335644	Delaware	DE	
1970	Arts, food, and other services	38800	0.077045274	-0.04524289	Delaware	DE	
1970	Construction	34000	0.0675139	-0.0088641	Delaware	DE	
1970	Educational services and public administration	61900	0.122915012	0.0566698	Delaware	DE	
1970	Health care and social services	30700	0.06096108	0.039127453	Delaware	DE	
1970	Information, financial activities, and real estate	28800	0.057188245	0.030392429	Delaware	DE	
1970	Manufacturing	146000	0.289912629	0.00365392	Delaware	DE	1
1970	Professional, management, and administrative services	25900	0.051429706	0.040512892	Delaware	DE	
1970	Trade	97500	0.193606037	0.030419518	Delaware	DE	
1970	Transportation and utilities	27700	0.055003971	-0.029333378	Delaware	DE	
1980	Agriculture and mining	8580	0.02763463	-0.11412516	Delaware	DE	
1980	Arts, food, and other services	19240	0.061968565	-0.060319599	Delaware	DE	
1980	Construction	21100	0.067959289	-0.008418711	Delaware	DE	
1980	Educational services and public administration	45160	0.145452203	0.079206992	Delaware	DE	
1980	Health care and social services	27040	0.087090956	0.065257328	Delaware	DE	
1980	Information, financial activities, and real estate	19140	0.061646483	0.034850667	Delaware	DE	
1980	Manufacturing	72620	0.233895903	-0.052362806	Delaware	DE	1
1980	Professional, management, and administrative services	11940	0.038456583	0.02753977	Delaware	DE	
1980	Trade	68740	0.221399124	0.058212605	Delaware	DE	
1980	Transportation and utilities	16920	0.054496264	-0.029841086	Delaware	DE	
1990	Agriculture and mining	6295	0.016561998	-0.125197793	Delaware	DE	
1990	Arts, food, and other services	24042	0.063253939	-0.059034225	Delaware	DE	
1990	Construction	30266	0.079629138	0.003251138	Delaware	DE	
1990	Educational services and public administration	48286	0.127039336	0.060794124	Delaware	DE	
1990	Health care and social services	37000	0.097346134	0.075512506	Delaware	DE	
1990	Information, financial activities, and real estate	46339	0.121916824	0.095121008	Delaware	DE	
1990	Manufacturing	67412	0.177359394	-0.108899315	Delaware	DE	
1990	Professional, management, and administrative services	25978	0.06834751	0.057430696	Delaware	DE	
1990	Trade	76843	0.202172134	0.038985616	Delaware	DE	1
1990	Transportation and utilities	17626	0.046373593	-0.037963756	Delaware	DE	
2000	Agriculture and mining	4523	0.010328654	-0.131431137	Delaware	DE	
2000	Arts, food, and other services	54438	0.124313783	0.002025619	Delaware	DE	
2000	Construction	30751	0.070222513	-0.006155487	Delaware	DE	
2000	Educational services and public administration	69002	0.15757191	0.091326699	Delaware	DE	1
2000	Health care and social services	35958	0.082113138	0.06027951	Delaware	DE	
2000	Information, financial activities, and real estate	58664	0.133964212	0.107168396	Delaware	DE	
2000	Manufacturing	58334	0.133210629	-0.15304808	Delaware	DE	
2000	Professional, management, and administrative services	40916	0.093435151	0.082518337	Delaware	DE	
2000	Trade	64601	0.147521854	-0.015664665	Delaware	DE	
2000	Transportation and utilities	20721	0.047318158	-0.037019191	Delaware	DE	
2001	Agriculture and mining	4709	0.0108822	-0.13087759	Delaware	DE	
2001	Arts, food, and other services	47218	0.1091178	-0.013170364	Delaware	DE	
2001	Construction	29173	0.067416951	-0.008961049	Delaware	DE	
2001	Educational services and public administration	66158	0.152886937	0.086641726	Delaware	DE	1
2001	Health care and social services	39926	0.092266451	0.070432823	Delaware	DE	
2001	Information, financial activities, and real estate	61929	0.143113987	0.116318171	Delaware	DE	
2001	Manufacturing	63156	0.145949506	-0.140309203	Delaware	DE	
2001	Professional, management, and administrative services	40680	0.094008897	0.083092083	Delaware	DE	
2001	Trade	59700	0.13796291	-0.025223609	Delaware	DE	
2001	Transportation and utilities	20076	0.046394361	-0.037942988	Delaware	DE	
2002	Agriculture and mining	4379	0.009696119	-0.132063672	Delaware	DE	
2002	Arts, food, and other services	55120	0.12204843	-0.000239735	Delaware	DE	
2002	Construction	32268	0.071448816	-0.004929184	Delaware	DE	
2002	Educational services and public administration	64380	0.142552212	0.076307	Delaware	DE	
2002	Health care and social services	40379	0.089408446	0.067574818	Delaware	DE	
2002	Information, financial activities, and real estate	63424	0.140435406	0.113639591	Delaware	DE	
2002	Manufacturing	54408	0.120471897	-0.165786812	Delaware	DE	
2002	Professional, management, and administrative services	40252	0.089127239	0.078210425	Delaware	DE	
2002	Trade	69722	0.154380635	-0.008805884	Delaware	DE	1
2002	Transportation and utilities	27292	0.060430801	-0.023906549	Delaware	DE	
2003	Agriculture and mining	4937	0.011014926	-0.130744864	Delaware	DE	
2003	Arts, food, and other services	57502	0.128292541	0.006004377	Delaware	DE	
2003	Construction	34760	0.077552933	0.001174933	Delaware	DE	
2003	Educational services and public administration	56504	0.126065907	0.059820695	Delaware	DE	
2003	Health care and social services	53396	0.119131657	0.097298029	Delaware	DE	
2003	Information, financial activities, and real estate	59810	0.133441913	0.106646098	Delaware	DE	
2003	Manufacturing	54728	0.122103478	-0.16415523	Delaware	DE	
2003	Professional, management, and administrative services	42398	0.094594052	0.083677238	Delaware	DE	
2003	Trade	64598	0.144124406	-0.019062113	Delaware	DE	1
2003	Transportation and utilities	19577	0.043678187	-0.040659163	Delaware	DE	
2004	Agriculture and mining	6255	0.01356624	-0.12819355	Delaware	DE	
2004	Arts, food, and other services	57835	0.125436213	0.003148049	Delaware	DE	
2004	Construction	35496	0.076985974	0.000607974	Delaware	DE	
2004	Educational services and public administration	62717	0.136024604	0.069779392	Delaware	DE	
2004	Health care and social services	56407	0.122339076	0.100505448	Delaware	DE	
2004	Information, financial activities, and real estate	55522	0.120419632	0.093623816	Delaware	DE	
2004	Manufacturing	51165	0.110969894	-0.175288815	Delaware	DE	
2004	Professional, management, and administrative services	46217	0.100238358	0.089321544	Delaware	DE	
2004	Trade	67591	0.146595644	-0.016590875	Delaware	DE	1
2004	Transportation and utilities	21866	0.047424366	-0.036912983	Delaware	DE	
2005	Agriculture and mining	5313	0.011285982	-0.130473809	Delaware	DE	
2005	Arts, food, and other services	56189	0.119357806	-0.002930358	Delaware	DE	
2005	Construction	35366	0.07512517	-0.00125283	Delaware	DE	
2005	Educational services and public administration	61788	0.131251314	0.065006103	Delaware	DE	
2005	Health care and social services	58615	0.124511164	0.102677536	Delaware	DE	
2005	Information, financial activities, and real estate	57847	0.122879763	0.096083947	Delaware	DE	
2005	Manufacturing	53985	0.114676025	-0.171582684	Delaware	DE	
2005	Professional, management, and administrative services	44213	0.093918145	0.083001331	Delaware	DE	
2005	Trade	71875	0.152678323	-0.010508196	Delaware	DE	1
2005	Transportation and utilities	25570	0.054316309	-0.03002104	Delaware	DE	
2006	Agriculture and mining	4022	0.008517487	-0.133242303	Delaware	DE	
2006	Arts, food, and other services	64682	0.136978643	0.014690479	Delaware	DE	
2006	Construction	38446	0.081418028	0.005040029	Delaware	DE	
2006	Educational services and public administration	64834	0.137300537	0.071055325	Delaware	DE	
2006	Health care and social services	57618	0.122019038	0.100185411	Delaware	DE	
2006	Information, financial activities, and real estate	59211	0.125392573	0.098596757	Delaware	DE	
2006	Manufacturing	44225	0.093656357	-0.192602352	Delaware	DE	
2006	Professional, management, and administrative services	46364	0.098186169	0.087269355	Delaware	DE	
2006	Trade	72154	0.152802279	-0.01038424	Delaware	DE	1
2006	Transportation and utilities	20649	0.043728889	-0.04060846	Delaware	DE	
2007	Agriculture and mining	5287	0.010978378	-0.130781413	Delaware	DE	
2007	Arts, food, and other services	64495	0.133922917	0.011634753	Delaware	DE	
2007	Construction	40596	0.084296996	0.007918996	Delaware	DE	
2007	Educational services and public administration	65542	0.136096997	0.069851785	Delaware	DE	
2007	Health care and social services	57728	0.119871341	0.098037713	Delaware	DE	
2007	Information, financial activities, and real estate	58154	0.120755924	0.093960108	Delaware	DE	
2007	Manufacturing	49139	0.102036409	-0.1842223	Delaware	DE	
2007	Professional, management, and administrative services	48083	0.099843641	0.088926827	Delaware	DE	
2007	Trade	68443	0.142120881	-0.021065638	Delaware	DE	1
2007	Transportation and utilities	24116	0.050076519	-0.034260831	Delaware	DE	
2008	Agriculture and mining	4323	0.008975863	-0.132783927	Delaware	DE	
2008	Arts, food, and other services	61385	0.127453932	0.005165768	Delaware	DE	
2008	Construction	37490	0.077840644	0.001462644	Delaware	DE	
2008	Educational services and public administration	63190	0.131201661	0.06495645	Delaware	DE	
2008	Health care and social services	65169	0.135310667	0.113477039	Delaware	DE	
2008	Information, financial activities, and real estate	55112	0.114429276	0.08763346	Delaware	DE	
2008	Manufacturing	48884	0.101498054	-0.184760655	Delaware	DE	
2008	Professional, management, and administrative services	48340	0.100368544	0.08945173	Delaware	DE	
2008	Trade	78349	0.162676356	-0.000510163	Delaware	DE	1
2008	Transportation and utilities	19383	0.040245004	-0.044092346	Delaware	DE	
2009	Agriculture and mining	5560	0.011455061	-0.13030473	Delaware	DE	
2009	Arts, food, and other services	69651	0.143499356	0.021211192	Delaware	DE	
2009	Construction	37644	0.077556529	0.001178529	Delaware	DE	
2009	Educational services and public administration	65694	0.135346897	0.069101685	Delaware	DE	
2009	Health care and social services	64836	0.133579191	0.111745564	Delaware	DE	
2009	Information, financial activities, and real estate	50505	0.104053567	0.077257751	Delaware	DE	
2009	Manufacturing	45666	0.094083956	-0.192174753	Delaware	DE	
2009	Professional, management, and administrative services	51042	0.105159928	0.094243114	Delaware	DE	
2009	Trade	71948	0.14823178	-0.014954739	Delaware	DE	1
2009	Transportation and utilities	22829	0.047033737	-0.037303613	Delaware	DE	
2010	Agriculture and mining	5404	0.010973302	-0.130786489	Delaware	DE	
2010	Arts, food, and other services	70007	0.142155429	0.019867265	Delaware	DE	
2010	Construction	36811	0.074748004	-0.001629996	Delaware	DE	
2010	Educational services and public administration	73214	0.148667528	0.082422316	Delaware	DE	1
2010	Health care and social services	67246	0.136548974	0.114715346	Delaware	DE	
2010	Information, financial activities, and real estate	54624	0.110918882	0.084123066	Delaware	DE	
2010	Manufacturing	49716	0.100952752	-0.185305956	Delaware	DE	
2010	Professional, management, and administrative services	42571	0.086444195	0.075527382	Delaware	DE	
2010	Trade	71517	0.145221619	-0.0179649	Delaware	DE	
2010	Transportation and utilities	21358	0.043369315	-0.040968034	Delaware	DE	
2011	Agriculture and mining	5942	0.012027926	-0.129731864	Delaware	DE	
2011	Arts, food, and other services	67438	0.136509472	0.014221308	Delaware	DE	
2011	Construction	34768	0.070378145	-0.005999855	Delaware	DE	
2011	Educational services and public administration	66223	0.134050043	0.067804831	Delaware	DE	
2011	Health care and social services	74296	0.150391586	0.128557958	Delaware	DE	1
2011	Information, financial activities, and real estate	53348	0.107988187	0.081192371	Delaware	DE	
2011	Manufacturing	50252	0.101721196	-0.184537513	Delaware	DE	
2011	Professional, management, and administrative services	48072	0.097308392	0.086391578	Delaware	DE	
2011	Trade	70527	0.142762294	-0.020424225	Delaware	DE	
2011	Transportation and utilities	23151	0.04686276	-0.03747459	Delaware	DE	
2012	Agriculture and mining	6009	0.012179574	-0.129580216	Delaware	DE	
2012	Arts, food, and other services	70971	0.143850318	0.021562154	Delaware	DE	
2012	Construction	32772	0.066425197	-0.009952803	Delaware	DE	
2012	Educational services and public administration	73481	0.148937809	0.082692598	Delaware	DE	
2012	Health care and social services	64255	0.130237734	0.108404106	Delaware	DE	
2012	Information, financial activities, and real estate	49344	0.100014796	0.07321898	Delaware	DE	
2012	Manufacturing	46968	0.095198909	-0.1910598	Delaware	DE	
2012	Professional, management, and administrative services	51820	0.105033373	0.094116559	Delaware	DE	
2012	Trade	77028	0.156127183	-0.007059336	Delaware	DE	1
2012	Transportation and utilities	20719	0.041995107	-0.042342242	Delaware	DE	
2013	Agriculture and mining	3373	0.00678739	-0.134972401	Delaware	DE	
2013	Arts, food, and other services	70161	0.141182934	0.018894769	Delaware	DE	
2013	Construction	31936	0.064263881	-0.012114118	Delaware	DE	
2013	Educational services and public administration	72952	0.146799181	0.08055397	Delaware	DE	
2013	Health care and social services	72978	0.1468515	0.125017873	Delaware	DE	
2013	Information, financial activities, and real estate	50292	0.101201125	0.074405309	Delaware	DE	
2013	Manufacturing	41642	0.083794982	-0.202463727	Delaware	DE	
2013	Professional, management, and administrative services	54495	0.109658699	0.098741885	Delaware	DE	
2013	Trade	75546	0.152019012	-0.011167507	Delaware	DE	1
2013	Transportation and utilities	23576	0.047441297	-0.036896052	Delaware	DE	
2014	Agriculture and mining	4338	0.008766346	-0.132993444	Delaware	DE	
2014	Arts, food, and other services	66071	0.133518037	0.011229873	Delaware	DE	
2014	Construction	30125	0.060877403	-0.015500597	Delaware	DE	
2014	Educational services and public administration	76734	0.155066111	0.0888209	Delaware	DE	
2014	Health care and social services	68842	0.139117748	0.11728412	Delaware	DE	
2014	Information, financial activities, and real estate	50281	0.101609184	0.074813368	Delaware	DE	
2014	Manufacturing	44897	0.090729054	-0.195529655	Delaware	DE	
2014	Professional, management, and administrative services	51109	0.103282429	0.092365615	Delaware	DE	
2014	Trade	78015	0.15765479	-0.005531728	Delaware	DE	1
2014	Transportation and utilities	24435	0.049378899	-0.03495845	Delaware	DE	
2015	Agriculture and mining	5506	0.01110618	-0.13065361	Delaware	DE	
2015	Arts, food, and other services	74552	0.150379216	0.028091052	Delaware	DE	1
2015	Construction	33571	0.067716234	-0.008661766	Delaware	DE	
2015	Educational services and public administration	74025	0.149316201	0.08307099	Delaware	DE	
2015	Health care and social services	71898	0.145025819	0.123192191	Delaware	DE	
2015	Information, financial activities, and real estate	53446	0.107806197	0.081010381	Delaware	DE	
2015	Manufacturing	36410	0.073442795	-0.212815914	Delaware	DE	
2015	Professional, management, and administrative services	49369	0.099582459	0.088665645	Delaware	DE	
2015	Trade	73824	0.148910763	-0.014275755	Delaware	DE	
2015	Transportation and utilities	23159	0.046714136	-0.037623214	Delaware	DE	
1940	Agriculture and mining	1439	0.004480228	0	District of Columbia	DC	
1940	Arts, food, and other services	60679	0.188919919	0	District of Columbia	DC	
1940	Construction	25395	0.079065597	0	District of Columbia	DC	
1940	Educational services and public administration	95074	0.296006401	0	District of Columbia	DC	1
1940	Health care and social services	11463	0.035689267	0	District of Columbia	DC	
1940	Information, financial activities, and real estate	20435	0.063622976	0	District of Columbia	DC	
1940	Manufacturing	22983	0.071556	0	District of Columbia	DC	
1940	Professional, management, and administrative services	6762	0.021053025	0	District of Columbia	DC	
1940	Trade	54865	0.170818428	0	District of Columbia	DC	
1940	Transportation and utilities	22094	0.068788159	0	District of Columbia	DC	
1950	Agriculture and mining	1280	0.007243301	0.002763073	District of Columbia	DC	
1950	Arts, food, and other services	20508	0.116051269	-0.07286865	District of Columbia	DC	
1950	Construction	9910	0.056078997	-0.0229866	District of Columbia	DC	
1950	Educational services and public administration	71135	0.402540814	0.106534413	District of Columbia	DC	1
1950	Health care and social services	7947	0.044970716	0.009281449	District of Columbia	DC	
1950	Information, financial activities, and real estate	8467	0.047913307	-0.015709669	District of Columbia	DC	
1950	Manufacturing	9361	0.0529723	-0.0185837	District of Columbia	DC	
1950	Professional, management, and administrative services	2721	0.015397674	-0.005655351	District of Columbia	DC	
1950	Trade	31611	0.17888125	0.008062822	District of Columbia	DC	
1950	Transportation and utilities	13775	0.077950372	0.009162213	District of Columbia	DC	
1960	Agriculture and mining	1120	0.003026046	-0.001454183	District of Columbia	DC	
1960	Arts, food, and other services	55360	0.149573111	-0.039346808	District of Columbia	DC	
1960	Construction	19460	0.052577542	-0.026488054	District of Columbia	DC	
1960	Educational services and public administration	125560	0.339241327	0.043234926	District of Columbia	DC	1
1960	Health care and social services	24460	0.066086675	0.030397408	District of Columbia	DC	
1960	Information, financial activities, and real estate	21160	0.057170647	-0.006452329	District of Columbia	DC	
1960	Manufacturing	24620	0.066518967	-0.005037033	District of Columbia	DC	
1960	Professional, management, and administrative services	12320	0.033286502	0.012233477	District of Columbia	DC	
1960	Trade	62180	0.167999568	-0.00281886	District of Columbia	DC	
1960	Transportation and utilities	23880	0.064519615	-0.004268544	District of Columbia	DC	
1970	Agriculture and mining	4500	0.005874674	0.001394446	District of Columbia	DC	
1970	Arts, food, and other services	114400	0.149347259	-0.039572661	District of Columbia	DC	
1970	Construction	35300	0.046083551	-0.032982046	District of Columbia	DC	
1970	Educational services and public administration	222100	0.289947781	-0.006058621	District of Columbia	DC	1
1970	Health care and social services	56300	0.073498695	0.037809427	District of Columbia	DC	
1970	Information, financial activities, and real estate	55000	0.071801567	0.008178591	District of Columbia	DC	
1970	Manufacturing	39800	0.051958225	-0.019597775	District of Columbia	DC	
1970	Professional, management, and administrative services	61300	0.08002611	0.058973085	District of Columbia	DC	
1970	Trade	122500	0.159921671	-0.010896757	District of Columbia	DC	
1970	Transportation and utilities	54800	0.07154047	0.002752311	District of Columbia	DC	
1980	Agriculture and mining	1580	0.004481761	1.53E-06	District of Columbia	DC	
1980	Arts, food, and other services	37560	0.106541102	-0.082378818	District of Columbia	DC	
1980	Construction	14560	0.041300278	-0.037765319	District of Columbia	DC	
1980	Educational services and public administration	117620	0.3336359	0.037629498	District of Columbia	DC	1
1980	Health care and social services	32320	0.09167754	0.055988273	District of Columbia	DC	
1980	Information, financial activities, and real estate	28840	0.08180632	0.018183344	District of Columbia	DC	
1980	Manufacturing	16280	0.046179157	-0.025376843	District of Columbia	DC	
1980	Professional, management, and administrative services	38160	0.108243036	0.087190011	District of Columbia	DC	
1980	Trade	45760	0.129800874	-0.041017554	District of Columbia	DC	
1980	Transportation and utilities	19860	0.056334033	-0.012454126	District of Columbia	DC	
1990	Agriculture and mining	776	0.00213684	-0.002343388	District of Columbia	DC	
1990	Arts, food, and other services	35289	0.097173918	-0.091746001	District of Columbia	DC	
1990	Construction	17870	0.04920791	-0.029857687	District of Columbia	DC	
1990	Educational services and public administration	94801	0.26104975	-0.034956651	District of Columbia	DC	1
1990	Health care and social services	37256	0.102590368	0.066901101	District of Columbia	DC	
1990	Information, financial activities, and real estate	49034	0.135022979	0.071400003	District of Columbia	DC	
1990	Manufacturing	6055	0.016673413	-0.054882587	District of Columbia	DC	
1990	Professional, management, and administrative services	53477	0.147257492	0.126204467	District of Columbia	DC	
1990	Trade	50603	0.139343472	-0.031474955	District of Columbia	DC	
1990	Transportation and utilities	17992	0.049543856	-0.019244303	District of Columbia	DC	
2000	Agriculture and mining	323	0.000961069	-0.003519159	District of Columbia	DC	
2000	Arts, food, and other services	63052	0.18760786	-0.001312059	District of Columbia	DC	
2000	Construction	14906	0.044352007	-0.03471359	District of Columbia	DC	
2000	Educational services and public administration	82690	0.246039681	-0.049966721	District of Columbia	DC	1
2000	Health care and social services	23793	0.070794801	0.035105534	District of Columbia	DC	
2000	Information, financial activities, and real estate	41045	0.122127206	0.05850423	District of Columbia	DC	
2000	Manufacturing	6065	0.018046084	-0.053509916	District of Columbia	DC	
2000	Professional, management, and administrative services	61697	0.18357613	0.162523105	District of Columbia	DC	
2000	Trade	29180	0.086823532	-0.083994896	District of Columbia	DC	
2000	Transportation and utilities	13333	0.03967163	-0.029116529	District of Columbia	DC	
2001	Agriculture and mining	115	0.000355937	-0.004124291	District of Columbia	DC	
2001	Arts, food, and other services	62156	0.192379237	0.003459317	District of Columbia	DC	
2001	Construction	13700	0.042402914	-0.036662683	District of Columbia	DC	
2001	Educational services and public administration	78336	0.242458007	-0.053548394	District of Columbia	DC	1
